company,RIC,ISIN,GICS_sector,TRBC_sector,country,base_ric,industry
BlueCity Holdings American Depositary Shares,BLCT.OQ^H22,US09610L1061,Information Technology/Software & Services/Software/Application Software,Software (NEC),China (Mainland),BLCT.OQ^H22,Information Technology
Constar International Ord Shs,CNSTQ.PK^F11,US21036U2069,"Materials/Materials/Containers & Packaging/Metal, Glass & Plastic Containers",Non-Paper Containers & Packaging (NEC),United States,CNSTQ.PK^F11,Materials
Taseko Mines Ltd,TKO.TO,CA8765111064,Materials/Materials/Metals & Mining/Copper,Specialty Mining & Metals (NEC),Canada,TKO.TO,Materials
KRBL Ltd,KRBL.NS,INE001B01026,"Consumer Staples/Food, Beverage & Tobacco/Food Products/Packaged Foods & Meats",Food Processing (NEC),India,KRBL.NS,Consumer Staples
Gruvaktiebolaget Viscaria,VISC.ST,SE0021148160,Materials/Materials/Metals & Mining/Diversified Metals & Mining,Diversified Mining,Sweden,VISC.ST,Materials
Molina Healthcare Inc,MOH.N,US60855R1005,Health Care/Health Care Equipment & Services/Health Care Providers & Services/Managed Health Care,Managed Healthcare (NEC),United States,MOH.N,Health Care
Skyworks Solutions Inc,SWKS.OQ,US83088M1027,Information Technology/Semiconductors & Semiconductor Equipment/Semiconductors & Semiconductor Equipment/Semiconductors,Integrated Circuits,United States,SWKS.OQ,Information Technology
Udemy Inc,UDMY.OQ,US9026851066,Consumer Discretionary/Consumer Services/Diversified Consumer Services/Education Services,Online Services (NEC),United States,UDMY.OQ,Consumer Discretionary
Amplify Snack Brands Ord Shs,BETR.N^A18,US03211L1026,"Consumer Staples/Food, Beverage & Tobacco/Food Products/Packaged Foods & Meats",Snack Food & Non-Chocolate Confectionary,United States,BETR.N^A18,Consumer Staples
MYOB Group Ord Shs,MYO.AX^E19,AU000000MYO9,Information Technology/Software & Services/Software/Application Software,Enterprise Software,Australia,MYO.AX^E19,Information Technology
Aegis Logistics Ltd,AEGS.NS,INE208C01025,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Storage & Transportation",LNG Transportation & Storage,India,AEGS.NS,Energy
Conduit Holdings Ltd,CRE.L,BMG243851091,Financials/Insurance/Insurance/Reinsurance,Property & Casualty Reinsurance,Bermuda,CRE.L,Financials
Cronos Group Inc,CRON.TO,CA22717L1013,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Alternative Medicine,Canada,CRON.TO,Health Care
Bangchak Corporation PCL,BCP.BK,TH0420010Y01,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Refining & Marketing",Petroleum Refining,Thailand,BCP.BK,Energy
Black Stone Minerals LP,BSM.N,US09225M1018,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Exploration & Production",Oil & Gas Exploration and Production (NEC),United States,BSM.N,Energy
Scienture Holdings Inc,SCNX.OQ,US80880X1046,Health Care/Health Care Equipment & Services/Health Care Technology/Health Care Technology,Pharmaceuticals Wholesale,United States,SCNX.OQ,Health Care
Coleman Cable Ord Shs,CCIX.OQ^B14,US1934593021,Industrials/Capital Goods/Electrical Equipment/Electrical Components & Equipment,Wires & Cables,United States,CCIX.OQ^B14,Industrials
ASG Group Ord Shs,ASZ.AX^L16,AU000000ASZ2,Information Technology/Software & Services/IT Services/IT Consulting & Other Services,IT Services & Consulting (NEC),Australia,ASZ.AX^L16,Information Technology
Nestle SA,NESN.S,CH0038863350,"Consumer Staples/Food, Beverage & Tobacco/Food Products/Packaged Foods & Meats",Food Processing (NEC),Switzerland,NESN.S,Consumer Staples
S H Kelkar and Company Ltd,SHKE.NS,INE500L01026,Materials/Materials/Chemicals/Specialty Chemicals,Specialty Chemicals (NEC),India,SHKE.NS,Materials
Welspun Specialty Solutions Ltd,WELU.BO,INE731F01037,Materials/Materials/Metals & Mining/Steel,"Iron, Steel Mills & Foundries",India,WELU.BO,Materials
PyroGenesis Inc,PYR.TO,CA74739V1040,Industrials/Commercial & Professional Services/Commercial Services & Supplies/Environmental & Facilities Services,Environmental Services & Equipment (NEC),Canada,PYR.TO,Industrials
Coty Inc,COTY.N,US2220702037,Consumer Staples/Household & Personal Products/Personal Care Products/Personal Care Products,Cosmetics & Perfumes,United States,COTY.N,Consumer Staples
AIFU Inc,AIFU.OQ,KYG3314G1102,Financials/Insurance/Insurance/Insurance Brokers,Insurance Brokers,China (Mainland),AIFU.OQ,Financials
BR Malls Participacoes Ord Shs,BRML3.SA^A23,BRBRMLACNOR9,Real Estate/Real Estate Management & Development/Real Estate Management & Development/Real Estate Operating Companies,Retail Real Estate Rental & Development,Brazil,BRML3.SA^A23,Real Estate
ADAM Ord Shs,ADAM.OQ^B11,US00088U1088,Communication Services/Media & Entertainment/Media/Publishing,Consumer Publishing (NEC),United States,ADAM.OQ^B11,Communication Services
Redcare Pharmacy NV,RDC.DE,NL0012044747,Consumer Staples/Consumer Staples Distribution & Retail/Consumer Staples Distribution & Retail/Drug Retail,Drug Retailers (NEC),Netherlands,RDC.DE,Consumer Staples
Deutsche EuroShop AG,DEQGn.DE,DE0007480204,Real Estate/Real Estate Management & Development/Real Estate Management & Development/Real Estate Operating Companies,Retail Real Estate Rental & Development,Germany,DEQGn.DE,Real Estate
Mandarin Oriental International Ltd,MOIL.SI,BMG578481068,"Consumer Discretionary/Consumer Services/Hotels, Restaurants & Leisure/Hotels, Resorts & Cruise Lines",Hotels & Motels,Hong Kong,MOIL.SI,Consumer Discretionary
Oneview Healthcare PLC,ONE.AX,AU000000ONE9,Health Care/Health Care Equipment & Services/Health Care Technology/Health Care Technology,Enterprise Software,Ireland,ONE.AX,Health Care
Hellenic Exchanges Athens Stock Exchange SA,EXCr.AT,GRS395363005,Financials/Financial Services/Capital Markets/Financial Exchanges & Data,Financial & Commodity Market Operators & Service Providers (NEC),Greece,EXCr.AT,Financials
Britvic Ord Shs,BVIC.L^A25,GB00B0N8QD54,"Consumer Staples/Food, Beverage & Tobacco/Beverages/Soft Drinks & Non-alcoholic Beverages",Non-Alcoholic Beverages (NEC),United Kingdom,BVIC.L^A25,Consumer Staples
Advanced Braking Technology Ltd,ABV.AX,AU000000ABV7,Consumer Discretionary/Automobiles & Components/Automobile Components/Automotive Parts & Equipment,Automotive Systems,Australia,ABV.AX,Consumer Discretionary
Aguas Andinas SA,AGUASA.SN,CL0000000035,Utilities/Utilities/Water Utilities/Water Utilities,Water & Related Utilities (NEC),Chile,AGUASA.SN,Utilities
BWX Technologies Inc,BWXT.N,US05605H1005,Industrials/Capital Goods/Aerospace & Defense/Aerospace & Defense,Aerospace & Defense (NEC),United States,BWXT.N,Industrials
Nine Energy Service Inc,NINE.N,US65441V1017,Energy/Energy/Energy Equipment & Services/Oil & Gas Equipment & Services,Oil Related Services and Equipment (NEC),United States,NINE.N,Energy
Forty Seven Ord Shs,FTSV.OQ^D20,US34983P1049,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Bio Therapeutic Drugs,United States,FTSV.OQ^D20,Health Care
Alter Nrg Ord Shs,NRG.TO^I15,CA02145W3093,Industrials/Capital Goods/Electrical Equipment/Electrical Components & Equipment,Renewable Energy Equipment & Services (NEC),Canada,NRG.TO^I15,Industrials
Sharps Compliance Ord Shs,SMED.OQ^H22,US8200171010,Industrials/Commercial & Professional Services/Commercial Services & Supplies/Environmental & Facilities Services,"Waste Management, Disposal & Recycling Services",United States,SMED.OQ^H22,Industrials
Innovex Ord Shs,INVX.PK^J13,US4576471050,Industrials/Capital Goods/Electrical Equipment/Electrical Components & Equipment,Electrical Components,United States,INVX.PK^J13,Industrials
VCREDIT Holdings Ltd,2003.HK,KYG940441077,Financials/Financial Services/Consumer Finance/Consumer Finance,Financial Technology (Fintech) (NEC),Hong Kong,2003.HK,Financials
Dangote Cement PLC,DANGCEM.LG,NGDANGCEM008,Materials/Materials/Construction Materials/Construction Materials,Cement & Concrete Manufacturing,Nigeria,DANGCEM.LG,Materials
Turquoise Hill Resources Ord Shs,TRQ.TO^L22,CA9004352071,Materials/Materials/Metals & Mining/Diversified Metals & Mining,Diversified Mining,Canada,TRQ.TO^L22,Materials
Fusion-io Ord Shs,FIO.N^G14,US36112J1079,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Shell Companies,United States,FIO.N^G14,Health Care
Lockerbie & Hole Ord Shs,LH.TO^D09,CA5397281059,Industrials/Capital Goods/Construction & Engineering/Construction & Engineering,Construction & Engineering (NEC),Canada,LH.TO^D09,Industrials
Voltaire Ord Shs,VOLT.OQ^B11,IL0011064263,"Information Technology/Technology Hardware & Equipment/Technology Hardware, Storage & Peripherals/Technology Hardware, Storage & Peripherals",Computer Hardware (NEC),Israel,VOLT.OQ^B11,Information Technology
US Well Services Ord Shs Class A,USWS.OQ^K22,US91274U3095,Industrials/Commercial & Professional Services/Professional Services/Research & Consulting Services,Business Support Services (NEC),United States,USWS.OQ^K22,Industrials
Entech Solar Ord Shs,ENSL.PK^J14,US29362Y1064,Industrials/Capital Goods/Machinery/Industrial Machinery & Supplies & Components,Pump & Pumping Equipment,United States,ENSL.PK^J14,Industrials
Valeura Energy Inc,VLE.TO,CA9191444020,"Energy/Energy/Oil, Gas & Consumable Fuels/Oil & Gas Exploration & Production",Oil Exploration & Production - Offshore,Singapore,VLE.TO,Energy
AGL Energy Ltd,AGL.AX,AU000000AGL7,Utilities/Utilities/Multi-Utilities/Multi-Utilities,Multiline Utilities,Australia,AGL.AX,Utilities
Chrome Holding Co,MEHCQ.PK,US90138Q3065,Health Care/Health Care Equipment & Services/Health Care Providers & Services/Health Care Services,Medical & Diagnostic Laboratories,United States,MEHCQ.PK,Health Care
Ocular Therapeutix Inc,OCUL.OQ,US67576A1007,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Pharmaceuticals (NEC),United States,OCUL.OQ,Health Care
NewStar Financial Ord Shs,NEWS.OQ^L17,US65251F1057,Financials/Financial Services/Capital Markets/Asset Management & Custody Banks,Investment Management & Fund Operators (NEC),United States,NEWS.OQ^L17,Financials
CONSOL Coal Resources Units,CCR.N^L20,US20855T1007,"Energy/Energy/Oil, Gas & Consumable Fuels/Coal & Consumable Fuels",Coal (NEC),United States,CCR.N^L20,Energy
Tesco Ord Shs,TESO.OQ^L17,CA88157K1012,Energy/Energy/Energy Equipment & Services/Oil & Gas Equipment & Services,Oil Related Equipment,United States,TESO.OQ^L17,Energy
IEC Electronics Ord Shs,IEC.OQ^J21,US44949L1052,Information Technology/Semiconductors & Semiconductor Equipment/Semiconductors & Semiconductor Equipment/Semiconductors,Integrated Circuits,United States,IEC.OQ^J21,Information Technology
J Sainsbury PLC,SBRY.L,GB00B019KW72,Consumer Staples/Consumer Staples Distribution & Retail/Consumer Staples Distribution & Retail/Food Retail,Supermarkets & Convenience Stores,United Kingdom,SBRY.L,Consumer Staples
Sagen MI Canada Inc,MIC_pa.TO,CA7866883092,Financials/Insurance/Insurance/Property & Casualty Insurance,Property Insurance,Canada,MIC_pa.TO,Financials
Aon PLC,AON.N,IE00BLP1HW54,Financials/Insurance/Insurance/Insurance Brokers,Insurance Brokers,Ireland,AON.N,Financials
Sky Harbour Group Corp,SKYH.N,US83085C1071,Industrials/Transportation/Transportation Infrastructure/Airport Services,Airport Operators & Services (NEC),United States,SKYH.N,Industrials
BioCryst Pharmaceuticals Inc,BCRX.OQ,US09058V1035,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Bio Therapeutic Drugs,United States,BCRX.OQ,Health Care
Genta Ord Shs,GNTAQ.PK^H13,US37245M8010,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Biotechnology/Biotechnology",Biopharmaceuticals,United States,GNTAQ.PK^H13,Health Care
Dune Energy Ord Shs,DUNRQ.PK^J15,US2653387074,Energy/Energy/Energy Equipment & Services/Oil & Gas Equipment & Services,Oil Related Services and Equipment (NEC),United States,DUNRQ.PK^J15,Energy
GS Yuasa Corp,6674.T,JP3385820000,Consumer Discretionary/Automobiles & Components/Automobile Components/Automotive Parts & Equipment,Electrical Components & Equipment (NEC),Japan,6674.T,Consumer Discretionary
Dunedin Income Growth Investment Trust PLC,DIG.L,GB0003406096,Utilities/Utilities/Independent Power and Renewable Electricity Producers/Renewable Electricity,UK Investment Trusts,United Kingdom,DIG.L,Utilities
Blackrock Energy and Resources Income Trust PLC,BERI.L,GB00B0N8MF98,Utilities/Utilities/Independent Power and Renewable Electricity Producers/Renewable Electricity,UK Investment Trusts,United Kingdom,BERI.L,Utilities
Demire Deutsche Mittelstand Real Estate AG,DMRE.DE,DE000A0XFSF0,Real Estate/Real Estate Management & Development/Real Estate Management & Development/Real Estate Operating Companies,"Real Estate Rental, Development & Operations (NEC)",Germany,DMRE.DE,Real Estate
Boozt AB,BOOZT.ST,SE0009888738,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Broadline Retail/Broadline Retail,Internet & Mail Order Department Stores,Sweden,BOOZT.ST,Consumer Discretionary
BHG Group AB,BHGF.ST,SE0010948588,Consumer Discretionary/Consumer Discretionary Distribution & Retail/Specialty Retail/Home Improvement Retail,E-commerce & Auction Services,Sweden,BHGF.ST,Consumer Discretionary
Proact IT Group AB,PACT.ST,SE0015961222,Information Technology/Software & Services/IT Services/IT Consulting & Other Services,IT Services & Consulting (NEC),Sweden,PACT.ST,Information Technology
Paychex Inc,PAYX.OQ,US7043261079,Industrials/Commercial & Professional Services/Professional Services/Human Resource & Employment Services,Outsourcing & Staffing Services,United States,PAYX.OQ,Industrials
OGE Energy Corp,OGE.N,US6708371033,Utilities/Utilities/Electric Utilities/Electric Utilities,Electric Utilities (NEC),United States,OGE.N,Utilities
Quantum Computing Inc,QUBT.OQ,US74766W1080,"Information Technology/Technology Hardware & Equipment/Technology Hardware, Storage & Peripherals/Technology Hardware, Storage & Peripherals",Software (NEC),United States,QUBT.OQ,Information Technology
Concentra Group Holdings Parent Inc,CON.N,US20603L1026,Health Care/Health Care Equipment & Services/Health Care Providers & Services/Health Care Facilities,Healthcare Facilities & Services (NEC),United States,CON.N,Health Care
Axsome Therapeutics Inc,AXSM.OQ,US05464T1043,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Biopharmaceuticals,United States,AXSM.OQ,Health Care
American Battery Technology Co,ABAT.OQ,US02451V3096,Materials/Materials/Metals & Mining/Diversified Metals & Mining,Agricultural Chemicals (NEC),United States,ABAT.OQ,Materials
Guild Holdings Co,GHLD.N,US40172N1072,Financials/Financial Services/Financial Services/Commercial & Residential Mortgage Finance,Consumer Lending (NEC),United States,GHLD.N,Financials
SPAR Group Inc,SGRP.OQ,US7849331035,Communication Services/Media & Entertainment/Media/Advertising,Advertising & Marketing (NEC),United States,SGRP.OQ,Communication Services
iKang Healthcare Group 2 ADR Representing Ord Shs Class A,KANG.OQ^A19,US45174L1089,Health Care/Health Care Equipment & Services/Health Care Providers & Services/Health Care Services,Healthcare Facilities & Services (NEC),China (Mainland),KANG.OQ^A19,Health Care
MONY Group PLC,MONY.L,GB00B1ZBKY84,Communication Services/Media & Entertainment/Interactive Media & Services/Interactive Media & Services,Online Services (NEC),United Kingdom,MONY.L,Communication Services
NIB Holdings Ltd,NHF.AX,AU000000NHF0,Financials/Insurance/Insurance/Life & Health Insurance,Health Insurance,Australia,NHF.AX,Financials
HCA Healthcare Inc,HCA.N,US40412C1018,Health Care/Health Care Equipment & Services/Health Care Providers & Services/Health Care Facilities,Healthcare Facilities & Services (NEC),United States,HCA.N,Health Care
Irongate Group Stapled Units,IAP.AX^G22,AU0000046005,Real Estate/Equity Real Estate Investment Trusts (REITs)/Office REITs/Office REITs,Office REITs,Australia,IAP.AX^G22,Real Estate
Innogenetics Ord Shs,INNX.BR^L08,BE0160220738,Health Care/Health Care Equipment & Services/Health Care Equipment & Supplies/Health Care Equipment,"Medical Equipment, Supplies & Distribution (NEC)",Belgium,INNX.BR^L08,Health Care
Somaxon Pharmaceuticals Ord Shs,SOMX.OQ^C13,US8344532010,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Pharmaceuticals (NEC),United States,SOMX.OQ^C13,Health Care
Medmen Enterprises Subordinate Voting Ord Shs Class B,MMEN.CD^E24,CA58507M1077,"Health Care/Pharmaceuticals, Biotechnology & Life Sciences/Pharmaceuticals/Pharmaceuticals",Miscellaneous Specialty Retailers (NEC),United States,MMEN.CD^E24,Health Care
